,message length,density,rep,tau fact.,order
215,0.07927457508427072,5,13,0.1,4
216,3.5864461477564027,5,13,1.0,1
217,2.895293110373591,5,13,1.0,2
218,2.1804034294805335,5,13,1.0,3
219,1.5032160772993164,5,13,1.0,4
220,4.603370368048555,5,13,10.0,1
221,4.588020213221966,5,13,10.0,2
222,4.605252766963149,5,13,10.0,3
223,4.604670252450585,5,13,10.0,4
224,0.0017106862383772514,5,14,0.01,1
225,0.0013829235820425473,5,14,0.01,2
226,0.0012102443824012835,5,14,0.01,3
227,0.0009888158592303853,5,14,0.01,4
228,0.12770126619081457,5,14,0.1,1
229,0.09651683901575783,5,14,0.1,2
230,0.07998391737253188,5,14,0.1,3
231,0.06115551860699053,5,14,0.1,4
232,3.0502339679904966,5,14,1.0,1
233,2.2196331049496023,5,14,1.0,2
234,1.4461323002881126,5,14,1.0,3
235,0.995371454662656,5,14,1.0,4
236,4.605546046249944,5,14,10.0,1
237,4.603217374436946,5,14,10.0,2
238,4.60530481707635,5,14,10.0,3
239,4.6041976198970325,5,14,10.0,4
240,0.020497430048233675,5,15,0.01,1
241,0.013891556889531528,5,15,0.01,2
242,0.011621556895307139,5,15,0.01,3
243,0.010083708213726617,5,15,0.01,4
244,0.9193170294252219,5,15,0.1,1
245,0.5842558151013894,5,15,0.1,2
246,0.44011450800340535,5,15,0.1,3
247,0.2922905933476976,5,15,0.1,4
248,4.253154837257945,5,15,1.0,1
249,4.34539862758047,5,15,1.0,2
250,4.051567569957617,5,15,1.0,3
251,3.805753387505593,5,15,1.0,4
252,4.605703372561275,5,15,10.0,1
253,4.605503240368999,5,15,10.0,2
254,4.605174564317527,5,15,10.0,3
255,4.604670808401851,5,15,10.0,4
256,0.00293240682187048,5,16,0.01,1
257,0.002245659213493144,5,16,0.01,2
258,0.0017400509833472855,5,16,0.01,3
259,0.001302579490453759,5,16,0.01,4
260,0.2249611839376373,5,16,0.1,1
261,0.16899858870897028,5,16,0.1,2
262,0.12261642076235493,5,16,0.1,3
263,0.0894115251853771,5,16,0.1,4
264,3.4908072015529314,5,16,1.0,1
265,3.1515393664663645,5,16,1.0,2
266,2.44826138076897,5,16,1.0,3
267,1.8583120503080632,5,16,1.0,4
268,4.595186347061774,5,16,10.0,1
269,4.605529706339116,5,16,10.0,2
270,4.605241757271785,5,16,10.0,3
271,4.604655018283198,5,16,10.0,4
272,0.008665066417393126,5,17,0.01,1
273,0.006618168086735675,5,17,0.01,2
274,0.00576811871690143,5,17,0.01,3
275,0.004607981649980886,5,17,0.01,4
276,0.5127775964719263,5,17,0.1,1
277,0.3451235800864022,5,17,0.1,2
278,0.29223079035668986,5,17,0.1,3
279,0.19341833458250246,5,17,0.1,4
280,4.483607378557676,5,17,1.0,1
281,4.25425218815389,5,17,1.0,2
282,3.371532930405894,5,17,1.0,3
283,2.801992367283142,5,17,1.0,4
284,4.604049492207847,5,17,10.0,1
285,4.605402750835221,5,17,10.0,2
286,4.604836839408799,5,17,10.0,3
287,4.604670807808971,5,17,10.0,4
288,0.0017499888646352046,5,18,0.01,1
289,0.0012274213246450325,5,18,0.01,2
290,0.0010562143327600415,5,18,0.01,3
291,0.0008071060508978434,5,18,0.01,4
292,0.1463201003008432,5,18,0.1,1
293,0.09985845798958203,5,18,0.1,2
294,0.08181775490537743,5,18,0.1,3
295,0.060374139077079114,5,18,0.1,4
296,3.581146998081427,5,18,1.0,1
297,2.554892471008407,5,18,1.0,2
298,1.8408277529040413,5,18,1.0,3
299,1.3627172916832757,5,18,1.0,4
300,4.603210268780305,5,18,10.0,1
301,4.605507782492119,5,18,10.0,2
302,4.605252773534909,5,18,10.0,3
303,4.604657699145185,5,18,10.0,4
304,0.001105589963340349,5,19,0.01,1
305,0.0008147117579691346,5,19,0.01,2
306,0.0006834540977541728,5,19,0.01,3
307,0.0005628263903600939,5,19,0.01,4
308,0.09287761697826538,5,19,0.1,1
309,0.06603790183557187,5,19,0.1,2
310,0.05285513531049549,5,19,0.1,3
311,0.04247274122422695,5,19,0.1,4
312,2.4011332128733054,5,19,1.0,1
313,1.92115652782635,5,19,1.0,2
314,1.2131316523870583,5,19,1.0,3
315,0.8459485655020145,5,19,1.0,4
316,4.56028902436637,5,19,10.0,1
317,4.605392177523796,5,19,10.0,2
318,4.6052964319367105,5,19,10.0,3
319,4.604033983925196,5,19,10.0,4
320,0.0024912905192812917,5,20,0.01,1
321,0.0016855930188828944,5,20,0.01,2
322,0.0016554260446678959,5,20,0.01,3
323,0.0011908965070643873,5,20,0.01,4
324,0.199207581219645,5,20,0.1,1
325,0.13356220869652405,5,20,0.1,2
326,0.12065865055600383,5,20,0.1,3
327,0.08828819732871018,5,20,0.1,4
328,3.4278731412584253,5,20,1.0,1
329,2.8132839577811914,5,20,1.0,2
330,1.8556185749840193,5,20,1.0,3
331,1.4112673090898777,5,20,1.0,4
332,4.604225121639516,5,20,10.0,1
333,4.605460547229505,5,20,10.0,2
334,4.605260125999438,5,20,10.0,3
335,4.604615601824294,5,20,10.0,4
336,0.005092683751676791,5,21,0.01,1
337,0.0036643959810298624,5,21,0.01,2
338,0.0035481061380078435,5,21,0.01,3
339,0.0030577241970064506,5,21,0.01,4
340,0.3218525853817942,5,21,0.1,1
341,0.21390789737090465,5,21,0.1,2
342,0.19163744378165676,5,21,0.1,3
343,0.1490085320751806,5,21,0.1,4
344,3.9289974737818376,5,21,1.0,1
345,3.491582736830735,5,21,1.0,2
346,2.4146184591596014,5,21,1.0,3
347,1.8014462353249163,5,21,1.0,4
348,4.60530545905778,5,21,10.0,1
349,4.605519681484375,5,21,10.0,2
350,4.605229449591447,5,21,10.0,3
351,4.604623062442095,5,21,10.0,4
352,0.0065384275621092475,5,22,0.01,1
353,0.004490678627728811,5,22,0.01,2
354,0.003912399472513553,5,22,0.01,3
355,0.0033596856190261093,5,22,0.01,4
356,0.3796065403984661,5,22,0.1,1
357,0.2499524621532694,5,22,0.1,2
358,0.2008168547009998,5,22,0.1,3
359,0.15223644336669917,5,22,0.1,4
360,4.55377860804062,5,22,1.0,1
361,3.492337487405572,5,22,1.0,2
362,2.6421710305179915,5,22,1.0,3
363,2.0757709988140145,5,22,1.0,4
364,4.604321094148001,5,22,10.0,1
365,4.605535168377346,5,22,10.0,2
366,4.605258298345345,5,22,10.0,3
367,4.604647302113911,5,22,10.0,4
368,0.0017634313926753326,5,23,0.01,1
369,0.0011899959053119774,5,23,0.01,2
370,0.001148601199403916,5,23,0.01,3
371,0.0009015633543398849,5,23,0.01,4
372,0.13623284748486944,5,23,0.1,1
373,0.08597401845549861,5,23,0.1,2
374,0.08100060973225026,5,23,0.1,3
375,0.05903527036024325,5,23,0.1,4
376,3.1196226101346327,5,23,1.0,1
377,2.2648320624745093,5,23,1.0,2
378,1.790553935223339,5,23,1.0,3
379,1.2216881794988357,5,23,1.0,4
380,4.601515466306135,5,23,10.0,1
381,4.605537093719081,5,23,10.0,2
382,4.60524852940007,5,23,10.0,3
383,4.604597163873788,5,23,10.0,4
384,0.001377468603079482,5,24,0.01,1
385,0.000949174537219509,5,24,0.01,2
386,0.0009104230303148761,5,24,0.01,3
387,0.0006003610583142915,5,24,0.01,4
388,0.1209609073743059,5,24,0.1,1
389,0.08313579311049113,5,24,0.1,2
390,0.07322385054871139,5,24,0.1,3
391,0.04939407838079468,5,24,0.1,4
392,3.2245971981048527,5,24,1.0,1
393,2.4609670068807814,5,24,1.0,2
394,1.6430272161902435,5,24,1.0,3
395,1.1374766755182661,5,24,1.0,4
396,4.589877335395673,5,24,10.0,1
397,4.605148466582742,5,24,10.0,2
398,4.604224643518002,5,24,10.0,3
399,4.604384527200493,5,24,10.0,4
400,0.008014411189250288,5,25,0.01,1
401,0.00634182670118047,5,25,0.01,2
402,0.00611615953527634,5,25,0.01,3
403,0.004572122745369889,5,25,0.01,4
404,0.42561728232557583,5,25,0.1,1
405,0.3027163194346417,5,25,0.1,2
406,0.23432510610084945,5,25,0.1,3
407,0.1623525016430074,5,25,0.1,4
408,5.331761841815247,5,25,1.0,1
409,4.20045240035209,5,25,1.0,2
410,3.294284193991448,5,25,1.0,3
411,2.082973426091623,5,25,1.0,4
412,4.605648941770044,5,25,10.0,1
413,4.605550274998155,5,25,10.0,2
414,4.605263156350212,5,25,10.0,3
415,4.604670218945119,5,25,10.0,4
416,0.003493354983396056,5,26,0.01,1
417,0.0028636062496716214,5,26,0.01,2
418,0.0028002650698738946,5,26,0.01,3
419,0.002324285306770868,5,26,0.01,4
420,0.19843425870337922,5,26,0.1,1
421,0.1422436766004646,5,26,0.1,2
422,0.12352405460574714,5,26,0.1,3
423,0.09195724879463807,5,26,0.1,4
424,3.7123691177604945,5,26,1.0,1
425,2.9190508140606815,5,26,1.0,2
426,2.0149373459073012,5,26,1.0,3
427,1.4067392162626384,5,26,1.0,4
428,4.55980956804648,5,26,10.0,1
429,4.605886608965846,5,26,10.0,2
430,4.605334116652979,5,26,10.0,3
431,4.604204225125813,5,26,10.0,4
432,0.0013140946642822351,5,27,0.01,1
433,0.0009875192673503772,5,27,0.01,2
434,0.0006864307886975396,5,27,0.01,3
435,0.0005890643230257453,5,27,0.01,4
436,0.11107665034077557,5,27,0.1,1
437,0.08082681651469853,5,27,0.1,2
438,0.05690776355312578,5,27,0.1,3
439,0.04482535089720585,5,27,0.1,4
440,2.7681347334637625,5,27,1.0,1
441,2.2846183141728527,5,27,1.0,2
442,1.765169144502126,5,27,1.0,3
443,1.1400257292147842,5,27,1.0,4
444,4.482840903189365,5,27,10.0,1
445,4.520296750889929,5,27,10.0,2
446,4.491995075755834,5,27,10.0,3
447,4.604478809603257,5,27,10.0,4
448,0.028451428692275293,5,28,0.01,1
449,0.019553740988756754,5,28,0.01,2
450,0.017794961415494658,5,28,0.01,3
451,0.015960366153004557,5,28,0.01,4
452,1.0529057973468445,5,28,0.1,1
453,0.6597024030612278,5,28,0.1,2
454,0.4815805235534787,5,28,0.1,3
455,0.34185564196280716,5,28,0.1,4
456,4.962957242797098,5,28,1.0,1
457,4.431778448920094,5,28,1.0,2
458,3.8390195776836364,5,28,1.0,3
459,3.2747509682726372,5,28,1.0,4
460,4.605580067956463,5,28,10.0,1
461,4.605408479536997,5,28,10.0,2
462,4.6052543827058265,5,28,10.0,3
463,4.604670808401479,5,28,10.0,4
464,0.0030647872409931207,5,29,0.01,1
465,0.0023036259654684726,5,29,0.01,2
466,0.002044731539756886,5,29,0.01,3
467,0.0016875128154545393,5,29,0.01,4
468,0.20347100355335657,5,29,0.1,1
469,0.13735246794379133,5,29,0.1,2
470,0.11267657332945506,5,29,0.1,3
471,0.08501394604194346,5,29,0.1,4
472,3.6309518018150664,5,29,1.0,1
473,2.7350784462251942,5,29,1.0,2
474,2.373607657981253,5,29,1.0,3
475,1.6732769252946955,5,29,1.0,4
476,4.603508294418189,5,29,10.0,1
477,4.605534798815383,5,29,10.0,2
478,4.605243047105122,5,29,10.0,3
479,4.6046574350844685,5,29,10.0,4
480,0.0012522597972085062,5,30,0.01,1
481,0.0010112750947191065,5,30,0.01,2
482,0.000994568302316895,5,30,0.01,3
483,0.000692604413868203,5,30,0.01,4
484,0.1052520366099361,5,30,0.1,1
485,0.08356536183759665,5,30,0.1,2
486,0.07451568656381787,5,30,0.1,3
487,0.05195266724397474,5,30,0.1,4
488,2.796529015096631,5,30,1.0,1
489,2.380636214261215,5,30,1.0,2
490,1.461884403900336,5,30,1.0,3
491,0.9656089159981658,5,30,1.0,4
492,4.596947446285907,5,30,10.0,1
493,4.601630827736975,5,30,10.0,2
494,4.588256318935097,5,30,10.0,3
495,4.603866265408329,5,30,10.0,4
496,0.0031946339548881986,5,31,0.01,1
497,0.0024155393098184777,5,31,0.01,2
498,0.0020226037552809814,5,31,0.01,3
499,0.0019213635157795395,5,31,0.01,4
500,0.18671339750456498,5,31,0.1,1
501,0.12521027513477984,5,31,0.1,2
502,0.10011008002717303,5,31,0.1,3
503,0.07964187716077298,5,31,0.1,4
504,3.413963412104617,5,31,1.0,1
505,2.8226146778313663,5,31,1.0,2
506,2.0185793326092107,5,31,1.0,3
507,1.3544820526312384,5,31,1.0,4
508,4.599190296623432,5,31,10.0,1
509,4.605586897051208,5,31,10.0,2
510,4.605277873780169,5,31,10.0,3
511,4.604541038408506,5,31,10.0,4
512,0.0017564840508383778,5,32,0.01,1
513,0.0012314584381918903,5,32,0.01,2
514,0.0010539990595906032,5,32,0.01,3
515,0.0008666671627048927,5,32,0.01,4
516,0.1362391378404299,5,32,0.1,1
517,0.0925483849936509,5,32,0.1,2
518,0.07349012140364986,5,32,0.1,3
519,0.057356615483950435,5,32,0.1,4
520,3.093709530409281,5,32,1.0,1
521,2.2857322093450145,5,32,1.0,2
522,1.6704590219429565,5,32,1.0,3
523,1.167253334190291,5,32,1.0,4
524,4.593373342888377,5,32,10.0,1
525,4.604872030944364,5,32,10.0,2
526,4.605264166665932,5,32,10.0,3
527,4.604566449471381,5,32,10.0,4
528,0.0032770384073256553,5,33,0.01,1
529,0.0019365730876298032,5,33,0.01,2
530,0.0016930448127693565,5,33,0.01,3
531,0.0014614466058482378,5,33,0.01,4
532,0.24932028758637031,5,33,0.1,1
533,0.14878624222674036,5,33,0.1,2
534,0.11818169084140587,5,33,0.1,3
535,0.09514306149979124,5,33,0.1,4
536,3.938214540516742,5,33,1.0,1
537,3.271875504460536,5,33,1.0,2
538,2.3892591151432954,5,33,1.0,3
539,1.7141937220713404,5,33,1.0,4
540,4.603090408200198,5,33,10.0,1
541,4.605492899652901,5,33,10.0,2
542,4.605244894415482,5,33,10.0,3
543,4.604661059219251,5,33,10.0,4
544,0.011117976361191023,5,34,0.01,1
545,0.008793396528075766,5,34,0.01,2
546,0.007579812047095319,5,34,0.01,3
547,0.0068773392969250224,5,34,0.01,4
548,0.493124278323756,5,34,0.1,1
549,0.34474054672350585,5,34,0.1,2
550,0.26920103995343087,5,34,0.1,3
551,0.190028752586068,5,34,0.1,4
552,4.777575442061826,5,34,1.0,1
553,4.119872288150667,5,34,1.0,2
554,2.9593864135979455,5,34,1.0,3
555,2.2290345528628657,5,34,1.0,4
556,4.605713895609149,5,34,10.0,1
557,4.605565642177797,5,34,10.0,2
558,4.605253685323084,5,34,10.0,3
559,4.604670052880663,5,34,10.0,4
560,0.002896267573029465,5,35,0.01,1
561,0.0022054020954500597,5,35,0.01,2
562,0.0018634860374047782,5,35,0.01,3
563,0.0013561586246710888,5,35,0.01,4
564,0.2281639933736951,5,35,0.1,1
565,0.17342602052316858,5,35,0.1,2
566,0.13993040728546757,5,35,0.1,3
567,0.099452008372384,5,35,0.1,4
568,3.989534776102067,5,35,1.0,1
569,3.1099620912904937,5,35,1.0,2
570,2.2580851098956987,5,35,1.0,3
571,1.832548006605958,5,35,1.0,4
572,4.605738252257499,5,35,10.0,1
573,4.5877747272437395,5,35,10.0,2
574,4.6053263588832225,5,35,10.0,3
575,4.604230358900969,5,35,10.0,4
576,0.006249502529431995,5,36,0.01,1
577,0.003978114524670978,5,36,0.01,2
578,0.0038467678306656067,5,36,0.01,3
579,0.0025637410055709964,5,36,0.01,4
580,0.4165561435901468,5,36,0.1,1
581,0.26780894843872616,5,36,0.1,2
582,0.23073797383518785,5,36,0.1,3
583,0.15486061813402863,5,36,0.1,4
584,3.849393121368301,5,36,1.0,1
585,3.7788154386997848,5,36,1.0,2
586,2.884236190551177,5,36,1.0,3
587,2.393929198108139,5,36,1.0,4
588,4.606013434741183,5,36,10.0,1
589,4.605846828242573,5,36,10.0,2
590,4.605318597918178,5,36,10.0,3
591,4.6042909126791365,5,36,10.0,4
592,0.0028785251832696146,5,37,0.01,1
593,0.0022149692150255085,5,37,0.01,2
594,0.0018987483405376107,5,37,0.01,3
595,0.0018024123302513573,5,37,0.01,4
596,0.1706242158607905,5,37,0.1,1
597,0.1152353499653057,5,37,0.1,2
598,0.09314320488116648,5,37,0.1,3
599,0.07249241632073566,5,37,0.1,4
600,3.2671525768251044,5,37,1.0,1
601,2.3280230489749947,5,37,1.0,2
602,1.5538463674992236,5,37,1.0,3
603,1.0992372596481728,5,37,1.0,4
604,4.588788613729996,5,37,10.0,1
605,4.605686819978056,5,37,10.0,2
606,4.605350141652003,5,37,10.0,3
607,4.604099302564524,5,37,10.0,4
608,0.0016858855115919613,5,38,0.01,1
609,0.001423939655032222,5,38,0.01,2
610,0.0013814334642788459,5,38,0.01,3
611,0.0010912738001964684,5,38,0.01,4
612,0.11622472676426954,5,38,0.1,1
613,0.09037534496259905,5,38,0.1,2
614,0.08198024048850927,5,38,0.1,3
615,0.061544641741603456,5,38,0.1,4
616,2.6512070167712642,5,38,1.0,1
617,1.9297260771720017,5,38,1.0,2
618,1.2004014740570574,5,38,1.0,3
619,0.871550952397071,5,38,1.0,4
620,4.6013190853744925,5,38,10.0,1
621,4.605061053861514,5,38,10.0,2
622,4.60544039591688,5,38,10.0,3
623,4.603418762539921,5,38,10.0,4
624,0.011093036453533628,5,39,0.01,1
625,0.00849229484033294,5,39,0.01,2
626,0.008158464351604427,5,39,0.01,3
627,0.0076022905737129776,5,39,0.01,4
628,0.3884100535094534,5,39,0.1,1
629,0.24270390644006584,5,39,0.1,2
630,0.19516649965496713,5,39,0.1,3
631,0.13477573379815322,5,39,0.1,4
632,4.654474829138524,5,39,1.0,1
633,3.748597116792415,5,39,1.0,2
634,2.7000395013766845,5,39,1.0,3
635,1.9586660191464764,5,39,1.0,4
636,4.601665950972678,5,39,10.0,1
637,4.605478942378851,5,39,10.0,2
638,4.605258045049087,5,39,10.0,3
639,4.604653398943299,5,39,10.0,4
640,0.0045442929829260445,5,40,0.01,1
641,0.0035140139881874033,5,40,0.01,2
642,0.0028586500780611868,5,40,0.01,3
643,0.0020066605580248975,5,40,0.01,4
644,0.3372552967964094,5,40,0.1,1
645,0.24819444570670357,5,40,0.1,2
646,0.19648159040904623,5,40,0.1,3
647,0.12776013648083762,5,40,0.1,4
648,3.923585537009738,5,40,1.0,1
649,3.655807555115291,5,40,1.0,2
650,3.2104347791650825,5,40,1.0,3
651,2.6795881686961063,5,40,1.0,4
652,4.605657863470403,5,40,10.0,1
653,4.604669903038462,5,40,10.0,2
654,4.605068292214304,5,40,10.0,3
655,4.6046708082828935,5,40,10.0,4
656,0.0012954314468413067,5,41,0.01,1
657,0.0008937510792904405,5,41,0.01,2
658,0.0008351028168714497,5,41,0.01,3
659,0.0005702946450840685,5,41,0.01,4
660,0.10650786339801796,5,41,0.1,1
661,0.0716580255051805,5,41,0.1,2
662,0.06348245014122306,5,41,0.1,3
663,0.04155605248209859,5,41,0.1,4
664,2.7478671879640375,5,41,1.0,1
665,2.0586794196149407,5,41,1.0,2
666,1.4495268710054319,5,41,1.0,3
667,0.9506171586622378,5,41,1.0,4
668,4.436668783629418,5,41,10.0,1
